Índice	IDUNIDADE	METAJUNJUL	DTFIM	ANO
5021	1040014569	197	30/09/2022	2022
5022	1040062507	68	30/09/2022	2022
5023	1040014573	136	30/09/2022	2022
5024	1040277510	114	30/09/2022	2022
5025	3040000062	206	30/09/2022	2022
5026	1041041001	11	30/09/2022	2022
5027	1042016269	91	30/09/2022	2022
5028	1043043001	105	30/09/2022	2022
5029	1075075001	70	30/09/2022	2022
5030	1090090001	66	30/09/2022	2022
5031	1044004401	59	30/09/2022	2022
5032	1045012215	210	30/09/2022	2022
5033	1045012219	166	30/09/2022	2022
5034	3045012319	0	30/09/2022	2022
5035	1045012221	3	30/09/2022	2022
5036	1045012217	165	30/09/2022	2022
5037	3045000092	68	30/09/2022	2022
5038	1047047001	86	30/09/2022	2022
5039	1046016059	136	30/09/2022	2022
5040	1046059507	37	30/09/2022	2022
5041	1073022149	72	30/09/2022	2022
5042	3048000088	34	30/09/2022	2022
5043	1048015687	112	30/09/2022	2022
5044	1091091001	74	30/09/2022	2022
5045	1049013438	59	30/09/2022	2022
5046	1049013442	68	30/09/2022	2022
5047	1049013440	56	30/09/2022	2022
5048	3049000078	67	30/09/2022	2022
5049	1121018919	59	30/09/2022	2022
5050	1057057001	57	30/09/2022	2022
5051	1050005001	113	30/09/2022	2022
5052	1051013957	92	30/09/2022	2022
5053	1051013963	29	30/09/2022	2022
5054	1051013959	137	30/09/2022	2022
5055	1051013967	35	30/09/2022	2022
5056	1051013961	116	30/09/2022	2022
5057	1051013977	21	30/09/2022	2022
5058	1051013965	116	30/09/2022	2022
5059	1051013969	73	30/09/2022	2022
5060	1051013973	154	30/09/2022	2022
5061	3051023299	18	30/09/2022	2022
5062	3051014108	6	30/09/2022	2022
5063	1051013971	5	30/09/2022	2022
5064	1051013979	186	30/09/2022	2022
5065	3051000083	106	30/09/2022	2022
5066	3051000081	180	30/09/2022	2022
5067	1093093001	57	30/09/2022	2022
5068	1094094001	52	30/09/2022	2022
5069	1095095001	25	30/09/2022	2022
5070	1124124001	66	30/09/2022	2022
5071	1052052001	60	30/09/2022	2022
5072	1053053001	141	30/09/2022	2022
5073	1096096001	31	30/09/2022	2022
5074	1125125001	138	30/09/2022	2022
5075	1054054001	67	30/09/2022	2022
5076	3055000076	18	30/09/2022	2022
5077	1055015063	147	30/09/2022	2022
5078	1056056001	55	30/09/2022	2022
5079	1058058001	25	30/09/2022	2022
5080	1059016340	91	30/09/2022	2022
5081	1074074001	134	30/09/2022	2022
5082	1074017868	153	30/09/2022	2022
5083	1128128001	52	30/09/2022	2022
5084	1060015900	130	30/09/2022	2022
5085	1062062001	87	30/09/2022	2022
5086	1061011582	160	30/09/2022	2022
5087	3061350511	40	30/09/2022	2022
5088	1061011584	139	30/09/2022	2022
5089	1061011586	70	30/09/2022	2022
5090	1130130001	77	30/09/2022	2022
5091	1066066001	156	30/09/2022	2022
5092	1063014527	26	30/09/2022	2022
5093	1063014456	80	30/09/2022	2022
5094	1064015820	67	30/09/2022	2022
5095	1131374511	29	30/09/2022	2022
5096	1065065001	135	30/09/2022	2022
5097	1065065002	106	30/09/2022	2022
5098	1065361511	44	30/09/2022	2022
